date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:19:46	29453/29453	---M--	200	added ('OK')	image/png	etag:%2231a0bf9-730d-57858f3a9cd00%22	http://jessdesigntan.com/images/sqrl/card_horizontal.png	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/sqrl/card_horizontal.png	(from http://jessdesigntan.com/sqrl.html)
19:19:48	93551/93551	---M--	200	added ('OK')	image/jpeg	etag:%2231a0bfc-16d6f-57858ab3e5f40%22	http://jessdesigntan.com/images/sqrl/questions.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/sqrl/questions.jpg	(from http://jessdesigntan.com/sqrl.html)
19:19:50	640927/640927	---M--	200	added ('OK')	image/jpeg	etag:%2232014b1-9c79f-57843aab9d280%22	http://jessdesigntan.com/images/sharession/solution.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/sharession/solution.jpg	(from http://jessdesigntan.com/sharession.html)
19:19:51	29481/29481	---M--	200	added ('OK')	image/png	etag:%2231a0bcc-7329-57858fba67a80%22	http://jessdesigntan.com/images/sqrl/card_vertical.png	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/sqrl/card_vertical.png	(from http://jessdesigntan.com/sqrl.html)
19:19:51	237/237	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Apr%202020%2013:49:38%20GMT	http://jessdesigntan.com/fyp	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/fyp.64.delayed	(from http://jessdesigntan.com/dearcarrie.html)
19:19:52	25959/25959	---M--	200	added ('OK')	image/png	etag:%2231a0bd0-6567-57858fce6e9c0%22	http://jessdesigntan.com/images/sqrl/card_optimised.png	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/sqrl/card_optimised.png	(from http://jessdesigntan.com/sqrl.html)
19:19:53	12735/12735	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Apr%202020%2013:49:38%20GMT	http://jessdesigntan.com/fyp/	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/fyp/index.html	(from http://jessdesigntan.com/dearcarrie.html)
19:19:59	38246/38246	---M--	200	added ('OK')	image/jpeg	etag:%2231e1abd-9566-5786ca81060c0%22	http://jessdesigntan.com/images/dearcarrie/stats.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/dearcarrie/stats.jpg	(from http://jessdesigntan.com/dearcarrie.html)
19:20:15	93333/93333	---M--	200	added ('OK')	image/jpeg	etag:%2231e1bdd-16c95-5786cacb69040%22	http://jessdesigntan.com/images/dearcarrie/half.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/dearcarrie/half.jpg	(from http://jessdesigntan.com/dearcarrie.html)
19:20:24	200569/200569	---M--	200	added ('OK')	image/jpeg	etag:%2231e1bdc-30f79-5786c4598dbc0%22	http://jessdesigntan.com/images/dearcarrie/header.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/dearcarrie/header.jpg	(from http://jessdesigntan.com/dearcarrie.html)
19:20:25	4483/4483	---M--	200	added ('OK')	image/svg+xml	etag:%2231e1a6d-1183-5786ce480ca40%22	http://jessdesigntan.com/images/dearcarrie/logo-process.svg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/dearcarrie/logo-process.svg	(from http://jessdesigntan.com/dearcarrie.html)
19:20:38	369375/369375	---M--	200	added ('OK')	image/jpeg	etag:%2231a0c0c-5a2df-57858e93b8340%22	http://jessdesigntan.com/images/sqrl/home_page.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/sqrl/home_page.jpg	(from http://jessdesigntan.com/sqrl.html)
19:20:39	80523/80523	---M--	200	added ('OK')	image/jpeg	etag:%2231e1bea-13a8b-5786d240aa8c0%22	http://jessdesigntan.com/images/dearcarrie/split.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/dearcarrie/split.jpg	(from http://jessdesigntan.com/dearcarrie.html)
19:20:55	245543/245543	---M--	200	added ('OK')	image/jpeg	etag:%2231e1a6f-3bf27-5786d0e5875c0%22	http://jessdesigntan.com/images/dearcarrie/website-mockup.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/dearcarrie/website-mockup.jpg	(from http://jessdesigntan.com/dearcarrie.html)
19:20:57	5330/5330	---M--	200	added ('OK')	image/jpeg	etag:%2231e1abc-14d2-5786d38025a80%22	http://jessdesigntan.com/images/dearcarrie/search.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/dearcarrie/search.jpg	(from http://jessdesigntan.com/dearcarrie.html)
19:20:58	119504/119504	---M--	200	added ('OK')	image/jpeg	etag:%2231e1a69-1d2d0-5786d24feccc0%22	http://jessdesigntan.com/images/dearcarrie/work.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/dearcarrie/work.jpg	(from http://jessdesigntan.com/dearcarrie.html)
19:21:03	39988/39988	---M--	200	added ('OK')	image/jpeg	etag:%2231e1abb-9c34-5786d36efb200%22	http://jessdesigntan.com/images/dearcarrie/list.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/dearcarrie/list.jpg	(from http://jessdesigntan.com/dearcarrie.html)
19:21:25	282145/282145	---M--	200	added ('OK')	image/jpeg	etag:%2231e1a6e-44e21-5786d712b8840%22	http://jessdesigntan.com/images/dearcarrie/topics.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/dearcarrie/topics.jpg	(from http://jessdesigntan.com/dearcarrie.html)
19:21:28	183489/183489	---M--	200	added ('OK')	image/jpeg	etag:%2232215e1-2ccc1-57879f76c5040%22	http://jessdesigntan.com/images/st/header.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/st/header.jpg	(from http://jessdesigntan.com/styletribute.html)
19:21:29	156690/156690	---M--	200	added ('OK')	image/jpeg	etag:%2232215dc-26412-5787a7a9ce880%22	http://jessdesigntan.com/images/st/role.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/st/role.jpg	(from http://jessdesigntan.com/styletribute.html)
19:21:49	150323/150323	---M--	200	added ('OK')	image/jpeg	etag:%2232215a7-24b33-5787b2d303d80%22	http://jessdesigntan.com/images/st/website.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/st/website.jpg	(from http://jessdesigntan.com/styletribute.html)
19:21:50	128730/128730	---M--	200	added ('OK')	image/jpeg	etag:%2232216f0-1f6da-5445054c7b580%22	http://jessdesigntan.com/images/st/sale-banner.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/st/sale-banner.jpg	(from http://jessdesigntan.com/styletribute.html)
19:21:56	828681/828681	---M--	200	added ('OK')	image/jpeg	etag:%2231a0bfa-ca509-57859b6b08f00%22	http://jessdesigntan.com/images/sqrl/divider.jpg	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/sqrl/divider.jpg	(from http://jessdesigntan.com/sqrl.html)
19:21:57	226829/226829	---M--	200	added ('OK')	image/gif	etag:%2232215dd-3760d-542ff4b7b0380%22	http://jessdesigntan.com/images/st/christmas.gif	C:/My%20Web%20Sites/my%20website2/jessdesigntan.com/images/st/christmas.gif	(from http://jessdesigntan.com/styletribute.html)
